input_name,normalized_name,medical_store_id
"SHIVAM MEDICAL mangla V.N., RAJKOT, RAJKOT",shivam medical mangla v n rajkot rajkot,1afd9d25-f6e5-4d77-9720-3cc51fa5b196
"SHIVAM MEDICAL- SAHKAR ROD, RAJKOT, RAJKOT",shivam medical sahkar rod rajkot rajkot,75c28e6b-0ee9-4372-bbfe-138be38e69f3
SHIVAM PHARMACY IC,shivam pharmacy ic,d019b622-b1a8-4c58-ab16-996cad01c164
SHIVAM PHARMACY IC 672,shivam pharmacy ic 672,d019b622-b1a8-4c58-ab16-996cad01c164
"SHIVAM PHARMACY INDIRA CIRCLE, RAJKOT, RAJKOT",shivam pharmacy indira circle rajkot rajkot,d8f990a4-b821-4e62-9f5d-e0de821dd402
"SHIVAM PHARMACY MAVDI BAYPASS, RAJKOT, RAJKOT",shivam pharmacy mavdi baypass rajkot rajkot,e4c81daf-1e8f-45de-a4a5-2de0fe3a896c
"SHIVAM PHARMACY STORE 1, RAJKOT, RAJKOT",shivam pharmacy store 1 rajkot rajkot,f1f06fec-de4b-443d-abc2-dc1ff14fd0b4
"SHIVAM PHARMACY [CT] MAVDI, RAJKOT, RAJKOT",shivam pharmacy ct mavdi rajkot rajkot,b42f1b44-9dd4-438d-9e7c-21b9932615a1
"SHIVAM PHARMACY [DT] K.R, RAJKOT, RAJKOT",shivam pharmacy dt k r rajkot rajkot,e14f1003-aff9-45e6-83c8-c9263c1fd7ad
"SHIVAM PHARMACY-1 MAVDI, RAJKOT, RAJKOT",shivam pharmacy 1 mavdi rajkot rajkot,c7891311-6df1-498c-87ba-efe76f87ffa9
"SHIVAY MEDICAL -VAVDI, RAJKOT, RAJKOT",shivay medical vavdi rajkot rajkot,398bb188-0b62-440b-9ded-f8711b592e40
"SHIVAY PHARMACY-KUVADVA ROAD, RAJKOT, RAJKOT",shivay pharmacy kuvadva road rajkot rajkot,217eb227-928e-48d3-a8d9-9a063d7fab9f
"SHIVDHARA MEDI.STORE-SATYA SAI, RAJKOT, RAJKOT",shivdhara medi store satya sai rajkot rajkot,1bd85227-a244-4cf0-96bf-4b51e410cbe4
"SHIVDHARA MEDICAL STORE [CT] K.R., RAJKOT, RAJKOT",shivdhara medical store ct k r rajkot rajkot,01b43cb0-e264-490e-9e2c-14894f6190d1
"SHIVUMANG M STORE [CT]S.K., RAJKOT, RAJKOT",shivumang m store ct s k rajkot rajkot,d910e5b1-0172-43a2-873d-aad417f1306d
"SHRADDHA M STORE [CT]MAVDI, RAJKOT, RAJKOT",shraddha m store ct mavdi rajkot rajkot,64ca3fdc-de3c-4028-89e9-06dc61371a92
"SHRADDHA MED.& COSMETIC-AHIR CHOK, RAJKOT, RAJKOT",shraddha med cosmetic ahir chok rajkot rajkot,e119defc-338d-4e24-9f3f-540cd7298887
"SHRADDHA MEDI. & COS. (DMART) 2, RAJKOT, RAJKOT",shraddha medi cos dmart 2 rajkot rajkot,f8238997-60be-467b-8231-0288bbfe8169
"SHRADDHA MEDI. & GEN.STORE( OM NAGAR ) 1, RAJKOT, ",shraddha medi gen store om nagar 1 rajkot,4cddee44-75d7-4985-aaa4-bbcaf479e65f
"SHREE AMBICA M.STORE [CT] MAVDI, RAJKOT, RAJKOT",shree ambica m store ct mavdi rajkot rajkot,dc1b77f9-45b4-4655-9a27-e8f9ceac6977
"SHREE AMBICA MEDICAL STORES 1, RAJKOT, RAJKOT",shree ambica medical stores 1 rajkot rajkot,78ef9bfd-57cc-459a-a8f7-aeb81b03d738
"SHREE BADE BALAJI.M.S.[DT] S.K, RAJKOT, RAJKOT",shree bade balaji m s dt s k rajkot rajkot,36ea4c94-09ec-4a77-b2ea-c5d5a8da110b
"SHREE DAT KRUPA MEDICAL & GENERAL STORE, RAJKOT, R",shree dat krupa medical general store rajkot r,d422073f-4258-458b-ad3f-2ae8c007a977
"SHREE DATT KRUPA N GEN.STORE, RAJKOT, RAJKOT",shree datt krupa n gen store rajkot rajkot,1be77060-a3b5-4352-beb9-cf99755a8e09
"SHREE GANESH M.STORE [CT] ST, RAJKOT, RAJKOT",shree ganesh m store ct st rajkot rajkot,0e63b772-8a17-4539-ae46-b38615000d85
"SHREE GANESH MEDICAL kenal road s.t., RAJKOT, RAJK",shree ganesh medical kenal road s t rajkot rajk,57df5881-93a5-4e5d-81e1-20b93144efa0
"SHREE GIRIRAJ LIFECARE PVT LTD 6, KUVADVA, KUVADVA",shree giriraj lifecare pvt ltd 6 kuvadva kuvadva,460984ed-f90c-43d9-88aa-c4defe255904
"SHREE HARI MEDICAL ( HARIGHAVA ROAD ) 2, RAJKOT, R",shree hari medical harighava road 2 rajkot r,8be18456-45e6-4e33-b412-ac9df3b35344
"SHREE HARI MEDICAL [PEDAK ROAD, RAJKOT, RAJKOT",shree hari medical pedak road rajkot rajkot,7d29a9f5-0258-4980-a8c3-6620b7faa2a3
"SHREE HARI MEDICAL- HARI GHAVA, RAJKOT, RAJKOT",shree hari medical hari ghava rajkot rajkot,34cadef7-a29e-4b84-9ead-5e68974ac018
"SHREE KRISHNA MEDICAL (CT) G.R., RAJKOT, RAJKOT",shree krishna medical ct g r rajkot rajkot,9164e183-a44d-4145-8695-8069472ffb2b
"SHREE MAHAVIR M STORE [DT] G.N., RAJKOT, RAJKOT",shree mahavir m store dt g n rajkot rajkot,fefcdae9-f817-488d-8569-6fc7795bf3f6
"SHREE MAHAVIR M.S. kothria gay, RAJKOT, RAJKOT",shree mahavir m s kothria gay rajkot rajkot,ffeaa762-e5ad-4c27-9176-141977c53c92
SHREE MAHAVIR MEDICAL STORES,shree mahavir medical stores,68a022e5-cce4-461e-bde1-8e9ba0dd6c1b
"SHREE MEDI SYNERGY PRIVATE LTD,-PEDAK, RAJKOT, RAJ",shree medi synergy private ltd pedak rajkot raj,6adee364-4213-4a2b-80b1-e2e09c0181c4
"SHREE MEDICAL & GENRAL STORE 2, RAJKOT, RAJKOT",shree medical genral store 2 rajkot rajkot,38f5e32d-100e-4076-bed3-8eff00345b7c
"SHREE MEDICINES [CT] VIMALNAG, RAJKOT, RAJKOT",shree medicines ct vimalnag rajkot rajkot,f31ed860-4cd3-419d-bbfc-eda1c3e904dd
"SHREE MEDICINSE KALAVADROD, RAJKOT, RAJKOT",shree medicinse kalavadrod rajkot rajkot,f24df3ce-e234-4b13-8328-7db02129458e
"SHREE NETRA MEDICAL STORE, TANKARA, TANKARA",shree netra medical store tankara tankara,ec4636e6-61b7-4f0a-92ac-587b03085de0
"SHREE OM PHARMACY ( OM NAGAR ) 1, RAJKOT, RAJKOT",shree om pharmacy om nagar 1 rajkot rajkot,7adde952-e272-44c7-9a31-c6afcbbea37d
"SHREE PATEL MED.STOREkrusngr, RAJKOT, RAJKOT",shree patel med storekrusngr rajkot rajkot,fd17ea6a-e77d-4bdf-8d35-c2f05ed528b5
"SHREE PHARMACY 50FT ROAD 1, RAJKOT, RAJKOT",shree pharmacy 50ft road 1 rajkot rajkot,a51d5e18-6805-4afd-9eb3-ce7e129af0b2
SHREE PHARMACY JIVRAJ PARK,shree pharmacy jivraj park,a0bc2db6-31ad-4028-b40d-bc51f0fc0a78
"SHREE PHARMACY JIVRAJ PARK 1, RAJKOT, RAJKOT",shree pharmacy jivraj park 1 rajkot rajkot,37345680-9340-43e9-9492-e6b87ed1e950
"SHREE PHARMACY- MATUKI, RAJKOT, RAJKOT",shree pharmacy matuki rajkot rajkot,2f4cc26d-ed7d-4185-a961-69c79502dca0
"SHREE RAJJI M STORE [CT]S.K, RAJKOT, RAJKOT",shree rajji m store ct s k rajkot rajkot,2a262abc-1126-421b-983b-693f6c153f88
"SHREE RAM M.HOUSE kotharia, RAJKOT, RAJKOT",shree ram m house kotharia rajkot rajkot,7f74e06e-6571-41c4-abf0-ed7469912b23
"SHREE RAM ME.HOUSE [CT] KO.RD., RAJKOT, RAJKOT",shree ram me house ct ko rd rajkot rajkot,7b3bb313-5181-44f3-a269-9811f337f4bc
"SHREE RAM MED STORE (CT) MATUKI, RAJKOT, RAJKOT",shree ram med store ct matuki rajkot rajkot,77d66a1e-5357-416b-89bb-68ada6acba5b
"SHREE RAM MEDI. STORE- MATUKI, RAJKOT, RAJKOT",shree ram medi store matuki rajkot rajkot,f296ed23-ec8b-44cc-940d-8a47e18b1d15
"SHREE RAM PHARMA WORLD-MANGLA ROAD, RAJKOT, RAJKO",shree ram pharma world mangla road rajkot rajko,e056dc61-bf4b-42b2-ac45-a8454d16bf0c
"SHREE RAM PHARMACY, RAJKOT, RAJKOT",shree ram pharmacy rajkot rajkot,a1abb8ae-3d16-4c1b-814d-0b0f325151fa
"SHREE RAMNIVAS MEDI.STOR. SETELITE CHOK, RAJKOT, R",shree ramnivas medi stor setelite chok rajkot r,85d806ba-6d9e-4960-846e-4e0c6025a6bb
"SHREE SADGURU M STORE [CT] C.V, RAJKOT, RAJKOT",shree sadguru m store ct c v rajkot rajkot,be62d3ac-978f-4158-944c-228e5996f033
"SHREE SHIV ME & CO STORE [CT]H.J., RAJKOT, RAJKOT",shree shiv me co store ct h j rajkot rajkot,33ffb151-04fa-4cc2-a037-2110f8a7c906
"SHREE SHIV MED & COS.STOE- RAMNAGAR, RAJKOT, RAJKO",shree shiv med cos stoe ramnagar rajkot rajko,401e5986-a2e7-4c50-841f-5585bb3427f1
"SHREE SHIV MEDICINES & COSMETIC, RAJKOT, RAJKOT",shree shiv medicines cosmetic rajkot rajkot,93138a1a-1d65-4b65-8bc6-25d4d7dfd09f
"SHREE SHYAM ME.STORE [CT] KHODIYAR PARA, RAJKOT, R",shree shyam me store ct khodiyar para rajkot r,dace1319-cb92-44e7-a37d-0a5961442cd6
"SHREE TULSI MEDICAL & COSMETIC, RAIYA ROAD, RAJKOT",shree tulsi medical cosmetic raiya road rajkot,c105b88b-d2a2-4e66-a91e-1ca791d8414a
"SHREE TULSI MEDICAL&COSMETIC [DT] RAIYA, RAJKOT, R",shree tulsi medical cosmetic dt raiya rajkot r,11c2f3ff-5e12-4652-b1c5-59d03afc1c6c
"SHREE UNITED AGENCIES [DT] CHK, RAJKOT, RAJKOT",shree united agencies dt chk rajkot rajkot,7fc93882-a420-4ea6-989f-2f1f6ebc6992
"SHREE YOGIJI M STORE [CT] KO ROAD, RAJKOT, RAJKOT",shree yogiji m store ct ko road rajkot rajkot,4898ff8f-dd8d-4ef2-8f0a-86596d40aa8d
"SHREEJI MED STORE [CT], SARDHAR, SARDHAR",shreeji med store ct sardhar sardhar,49a06233-4bd6-45ed-a9ed-c0c884b46c6a
"SHREEJI MED.STORE, SHAPAR VERAVAL, SHAPAR VERAVAL",shreeji med store shapar veraval shapar veraval,caf12397-96a3-48fc-a10d-54577e49a1d3
"SHREEJI MEDI STORE [CT] KO.RO, RAJKOT, RAJKOT",shreeji medi store ct ko ro rajkot rajkot,d2be4bd4-1b15-4c6a-927e-8cc80ad3a8f1
"SHREEJI MEDICAL ( ATITHI CHOWK), RAJKOT, RAJKOT",shreeji medical atithi chowk rajkot rajkot,841db5a0-8832-4df6-900e-1467aa26cf2f
"SHREEJI MEDICAL ( GAYATRI NAGAR ) 2, RAJKOT, RAJKO",shreeji medical gayatri nagar 2 rajkot rajko,3da7d0c5-864e-41d6-8857-0666a96f7496
"SHREEJI MEDICAL - JALJIT HALL, RAJKOT, RAJKOT",shreeji medical jaljit hall rajkot rajkot,ec0e19e0-44dc-4997-ab41-d7397022e96b
"SHREEJI MEDICAL CHRIST HOSPITAL, RAJKOT, RAJKOT",shreeji medical christ hospital rajkot rajkot,86d5db9c-431f-42ff-aab2-0bb8f57fc19e
"SHREEJI MEDICAL STORE SHOP NO 4, RAJKOT, RAJKOT",shreeji medical store shop no 4 rajkot rajkot,700bf861-e060-4eb0-a5b0-abc7e316254b
"SHREEJI MEDICAL [CT] JAGNNATH CHOWK, RAJKOT, RAJKO",shreeji medical ct jagnnath chowk rajkot rajko,dbed097b-5538-49df-88a4-832a9c2d8ac5
"SHREEJI MEDICAL [CT] K.GATE, METODA, METODA",shreeji medical ct k gate metoda metoda,f026e2b6-1e8f-4099-a148-b8f358cb56ee
"SHREEJI MEDICAL [CT] MADHAPAR, RAJKOT, RAJKOT",shreeji medical ct madhapar rajkot rajkot,3797a375-068a-430d-a4b3-414d601b39b5
"SHREEJI MEDICINE ASTRON CHOWK 5, RAJKOT, RAJKOT",shreeji medicine astron chowk 5 rajkot rajkot,49f1029d-9ad4-4026-aca6-82f16136a0b5
"SHREEJI MEDICINE SADHUVASAVANI 6, RAJKOT, RAJKOT",shreeji medicine sadhuvasavani 6 rajkot rajkot,c2fb56f4-1e85-40ed-9898-ab2d1cd20d1d
"SHREEJI MEDICINE(SADHUVASVANI), RAJKOT, RAJKOT",shreeji medicine sadhuvasvani rajkot rajkot,f5726b67-4f5f-4a6c-a83b-3565cb99c1c3
"SHREEJI MEDICINES [CT] ISKON, RAJKOT, RAJKOT",shreeji medicines ct iskon rajkot rajkot,cec20eb6-721d-44ff-83df-84cd511c2dc8
"SHREEJI MEDICINES [CT]RANI T., RAJKOT, RAJKOT",shreeji medicines ct rani t rajkot rajkot,30f3b92a-4c87-423c-b827-5fdcc74f5c57
"SHREEJI MEDICINES ranitow 1., RAJKOT, RAJKOT",shreeji medicines ranitow 1 rajkot rajkot,33996b62-6928-4974-8b0f-97d494615e4a
"SHREEJI MEDICINSE [PAGO] KLVD, RAJKOT, RAJKOT",shreeji medicinse pago klvd rajkot rajkot,101adab1-180f-4082-918e-cf9d6ecae2c8
"SHREEJI MEICAL STORE SH.2 R, RAJKOT, RAJKOT",shreeji meical store sh 2 r rajkot rajkot,e33cf1f1-5aa2-4f5e-8641-85f25a6b9f2e
"SHREEMAD PHARMACY [CT] MAVDI, RAJKOT, RAJKOT",shreemad pharmacy ct mavdi rajkot rajkot,31e121e4-bc19-46be-9248-4469d3a1ab93
"SHREEMAD PHARMACY(MAVADI-2), RAJKOT, RAJKOT",shreemad pharmacy mavadi 2 rajkot rajkot,b048e10d-7dfb-44e9-a0f3-bc4a8f42d6ca
"SHREEMEDI SYNERGY PRIVATE LIMITED 4, RAJKOT, RAJKO",shreemedi synergy private limited 4 rajkot rajko,195a51fa-e4f7-4ae7-823a-257e6f0bc39c
"SHREEMEDI SYNERGY PVT LTD [CT] S.K., RAJKOT, RAJKO",shreemedi synergy pvt ltd ct s k rajkot rajko,09e9b8f4-3686-488e-a4d8-6d8fe154d398
"SHREENATH MEDICINES (MAVADI-2), RAJKOT, RAJKOT",shreenath medicines mavadi 2 rajkot rajkot,780d0c92-8d30-4ca2-a3f1-7bb5b09a8911
"SHREENATH MEDICINES SATYA SAI ROAD 1, RAJKOT, RAJK",shreenath medicines satya sai road 1 rajkot rajk,c37baed9-5abb-4056-b52b-b2b15ea04fa1
"SHREENATH MEDICINES [CT] NANA MOVA, RAJKOT, RAJKOT",shreenath medicines ct nana mova rajkot rajkot,bfdbe6db-078c-4454-8320-c56aa437fbac
"SHREENATHAJI MEDICAL STORE & AGENCY 3, RAJKOT, RAJ",shreenathaji medical store agency 3 rajkot raj,5335d1c2-33e3-45a5-9968-7ac96d2da54a
SHREENATHJI CHEMIST,shreenathji chemist,1803638b-8845-4ecd-a3b1-c24aae7cf4e2
"SHREENATHJI M & G [DT] MAVDI, RAJKOT, RAJKOT",shreenathji m g dt mavdi rajkot rajkot,7775517a-1629-4f9d-b8f3-37abf69fa43e
"SHREERAJJI MED.STORE pedakroad, RAJKOT, RAJKOT",shreerajji med store pedakroad rajkot rajkot,63ec820b-dbb5-4c80-b99d-649bce5fc597
"SHRI AMBIKA M AGENCY [CT] V.N., RAJKOT, RAJKOT",shri ambika m agency ct v n rajkot rajkot,7c9a1275-7a4a-428e-872e-731b46b3a1ae
SHRI GOKUL MEDICINES GANDHIGRM,shri gokul medicines gandhigrm,a2b91515-7da9-42ae-a8ed-715c5834666e
"SHRI HARI ME. STORES [CT] N.M., RAJKOT, RAJKOT",shri hari me stores ct n m rajkot rajkot,fa947c9d-c3d6-4192-af9a-3972dbd70cce
"SHRI JALARAM PHARMACY (OP) 1, RAJKOT, RAJKOT",shri jalaram pharmacy op 1 rajkot rajkot,dafcafea-52f0-455d-82f3-e42afcd088ce
"SHRI PHARMACY - S.V.ROD, RAJKOT, RAJKOT",shri pharmacy s v rod rajkot rajkot,18fc861c-385e-4793-b4e1-58a11eac9e43
"SHRI PHARMACY [DT] S.V., RAJKOT, RAJKOT",shri pharmacy dt s v rajkot rajkot,fce547c9-b875-4c18-be7e-6d939746ae6d
SHRI RAGHUNATH MEDICAL STORES,shri raghunath medical stores,3e65cf09-2467-473e-a4f4-de566a197deb
SHRI RAM MEDICAL STORE,shri ram medical store,45e0c463-3af0-47f8-af44-ae4d5d5dd9fd
SHRI SHIV MEDICAL & GENE.ST.,shri shiv medical gene st,2c4ea21b-7bfc-4c12-ae25-2e38f5ac7a02
"SHRI SULESHWARI M.STORE [CT] MAVDI, RAJKOT, RAJKOT",shri suleshwari m store ct mavdi rajkot rajkot,566ef357-08e0-45da-8444-68f49ab4f138
SHRI TULSI MED.& COSMETIC RAIYA DHAR,shri tulsi med cosmetic raiya dhar,e735ff56-373f-43c4-9653-b0620bdf842f
SHRIJI MEDICAL BOLBALA,shriji medical bolbala,5e7f4d59-4b04-4b5f-b67d-f57ba8060b10
"SHUBHAM MEDICINES [DT] N.M, RAJKOT, RAJKOT",shubham medicines dt n m rajkot rajkot,886d1da3-7dfc-4472-bbb9-4bdeaeb15750
"SHYAM MEDICAL - SHYAM HALL, RAJKOT, RAJKOT",shyam medical shyam hall rajkot rajkot,a2b2b6c8-3f93-467c-b4de-f30672db2a8d
"SHYAM MEDICAL [CT]BAPASITARAM CHK, RAJKOT, RAJKOT",shyam medical ct bapasitaram chk rajkot rajkot,690326f8-bda6-4879-9a08-eaf439c88db7
"SHYAM PHARMACY [CT] SHITAL PARK, RAJKOT, RAJKOT",shyam pharmacy ct shital park rajkot rajkot,b271ce90-438e-4b1c-a48d-2176650879c1
"SHYAM PHARMACY., RAJKOT, RAJKOT",shyam pharmacy rajkot rajkot,c15d400e-6b8b-4d8d-becf-a26a470c79fd
SIDDHARTH MEDICALS,siddharth medicals,c61bac97-cc26-47c1-b5f5-642a5ca31209
SIDDHARTH MEDICALS 288,siddharth medicals 288,c61bac97-cc26-47c1-b5f5-642a5ca31209
"SIDDHI VINAYAK MEDICO -S.T., RAJKOT, RAJKOT",siddhi vinayak medico s t rajkot rajkot,02877b19-f245-450e-b7d0-d354527cd636
SIGMA MEDICAL AGENCY,sigma medical agency,6f901a8b-6a57-4f8f-bfb2-67b97785bd59
"SMEET MED. STORES ranchodngr, RAJKOT, RAJKOT",smeet med stores ranchodngr rajkot rajkot,b867eedd-3544-41cb-92f1-822686b24ca7
"SMEET MEDICALS aeroport road, RAJKOT, RAJKOT",smeet medicals aeroport road rajkot rajkot,f26d6c70-cebe-43ee-bfed-bdddcc3e9749
"SMIT MED STORE [DT] S.K., RAJKOT, RAJKOT",smit med store dt s k rajkot rajkot,edfade73-e78c-4245-ae0e-c605aeee0d69
"SOMNATH MEDICALS [DT] KO.RD, RAJKOT, RAJKOT",somnath medicals dt ko rd rajkot rajkot,94cc2703-4cdd-4bcb-9fbb-3d42e31815c8
SONI MEDICINES,soni medicines,d839b30e-5796-4e15-881f-1f7554c34df6
"SONY MEDICINE CHE.&DRU.gaytrin, RAJKOT, RAJKOT",sony medicine che dru gaytrin rajkot rajkot,335abf68-5ca0-4d90-b550-af900fc51996
"SONY MEDICINES [CT] G.N, RAJKOT, RAJKOT",sony medicines ct g n rajkot rajkot,f56d2dd8-23a7-4c20-aa3b-053b33888df5
STOCK POINT,stock point,9713d15d-a2f8-432e-a8e7-17a20425238b
"SURAJ MED STORE [CT]S.K., RAJKOT, RAJKOT",suraj med store ct s k rajkot rajkot,6bca3ea2-19c0-4095-a1f9-27c168e27a72
"SURAJ MED.STORES pedakrod, RAJKOT, RAJKOT",suraj med stores pedakrod rajkot rajkot,ef0f4333-76a8-448d-803f-d40c107355c1
"SURAJ PHARMACY, MOVIYA, MOVIYA",suraj pharmacy moviya moviya,1cbc86ce-6132-4d39-82e4-c37a2e41a56b
"SURBHI MED.S.kothriya viratngr, RAJKOT, RAJKOT",surbhi med s kothriya viratngr rajkot rajkot,8761d60a-ad1e-4d04-9a88-44807591f07d
"SURBHI MEDICALS [CT] VIRAT, RAJKOT, RAJKOT",surbhi medicals ct virat rajkot rajkot,05d7a159-c6f8-4a35-9c25-61ee5f1db543
"SUVIDHA SAR M STO [DT] MAVDI, RAJKOT, RAJKOT",suvidha sar m sto dt mavdi rajkot rajkot,c8b90cb6-b2ab-4c74-9cd7-6afd5229d6c4
"SUVIDHA SARVAJANIK M.S. mavdi-2, RAJKOT, RAJKOT",suvidha sarvajanik m s mavdi 2 rajkot rajkot,11947753-4fe6-421d-840c-debaf02dc84b
"SUVIDHA SARVAJANIK MEDICAL STORE 1, RAJKOT, RAJKOT",suvidha sarvajanik medical store 1 rajkot rajkot,62922d84-4290-4cd0-a4e5-87325087930c
SWARAJ MEDICINES,swaraj medicines,a6cdc0bf-b3b1-46e6-9a93-128050fbcaf0
"SWASTIK MED STORE [CT] RAIYA, RAJKOT, RAJKOT",swastik med store ct raiya rajkot rajkot,4377a439-11cd-4e7d-9f83-a491c0a5b625
"SWASTIK MED.STORE NANAVATICK, RAJKOT, RAJKOT",swastik med store nanavatick rajkot rajkot,9bc7e689-46c7-4cc1-b956-1e226f3e36e3
SWASTIK MEDICAL STORE,swastik medical store,0cbc7446-2c36-4e73-a2c0-797c0babd251
"SWASTIK MEDICAL STORE 8, RAJKOT, RAJKOT",swastik medical store 8 rajkot rajkot,d2a95988-89a4-4c86-9c68-f5bd34c44313
T N MEDICAL,t n medical,faa4905f-67ed-44e3-ba17-06e95e628197
"TIRUPATI M & G STORE [DT] RAIYA, RAJKOT, RAJKOT",tirupati m g store dt raiya rajkot rajkot,1e9571c2-6593-41d8-8b08-d542ed62e8fc
"TIRUPATI ME.&GE.S.raiyarod, RAJKOT, RAJKOT",tirupati me ge s raiyarod rajkot rajkot,954f68e6-4685-4a83-b36a-85ae724675a4
TIRUPATI MEDICAL & GENE.STORES,tirupati medical gene stores,c3085e8a-20c2-44fc-bb87-69eb21970a4b
"TRUPATI MEDICAL STORE, KUVADAVA, KUVADAVA",trupati medical store kuvadava kuvadava,ccfd639a-ee02-4f45-8792-1310e64e0bb9
TRUPTI MEDICAL STORE KUVADAVA,trupti medical store kuvadava,dcf36c41-1e43-4d74-a48d-d8281860363b
"TULSHI MEDICAL (CT) N.M, RAJKOT, RAJKOT",tulshi medical ct n m rajkot rajkot,5671dafa-1861-4063-a5eb-6a132afb87ff
"TULSI MEDICAL AGENCY, RAJKOT, RAJKOT",tulsi medical agency rajkot rajkot,9a319dea-6e6d-436f-b560-041d2e9e22c7
"TULSI MEDICINES - RAIYA, RAJKOT, RAJKOT",tulsi medicines raiya rajkot rajkot,f290157a-62d9-4fd4-8759-b3944f6b0a38
TULSI MEDICINES RAIYA RD 1047,tulsi medicines raiya rd 1047,fe638df1-d8f7-489a-86bb-b419c3e53efa
"TULSI MEDICINES [DT] RAIYA, RAJKOT, RAJKOT",tulsi medicines dt raiya rajkot rajkot,975ca90d-8716-4019-803a-7d33dcb658c6
"UMA MEDICAL STORE (CT) RAYA, RAJKOT, RAJKOT",uma medical store ct raya rajkot rajkot,e07ed809-ae41-4a5a-8dd4-34b3217bab58
"UMA MEDICAL STORE RAIYA DHAR, RAIYA ROAD, RAJKOT",uma medical store raiya dhar raiya road rajkot,9c2ca323-8081-47db-8861-e09de7872fdb
"UMA MEDICAL STORE- RAIYADHAR, RAJKOT, RAJKOT",uma medical store raiyadhar rajkot rajkot,512d2dc4-8b6b-4445-be35-9376523353c5
"UMA MEDICINES - SADHUVASVANI, RAJKOT, RAJKOT",uma medicines sadhuvasvani rajkot rajkot,0c7cfa9a-7df8-412c-94a0-ab66bfb78f54
"UMA PHARMACY 7, RAJKOT, RAJKOT",uma pharmacy 7 rajkot rajkot,5b6c572b-3db8-4cc5-be65-83919097c03d
"UNIQUE MEDICAL STORE 2, RAJKOT, RAJKOT",unique medical store 2 rajkot rajkot,da7594a9-069b-4185-b571-bf2879d76ae4
"UNIQUE PHARMACY -AMIN MARG, RAJKOT, RAJKOT",unique pharmacy amin marg rajkot rajkot,fbff1fd6-5f46-459b-bc53-eee38aa4fc0f
UNIQUE PHARMACY AMIN MARG,unique pharmacy amin marg,6fc9fb27-499b-4482-b515-f0049c024cef
"UNIQUE PHARMACY(AMIN MARG) 6, RAJKOT, RAJKOT",unique pharmacy amin marg 6 rajkot rajkot,dc85c95a-67d7-4470-a03e-672b76ec7432
"VADHVANIYA MEDICAL STORE, CHOTILA, CHOITILA",vadhvaniya medical store chotila choitila,e346147e-9b8a-4512-9159-1b82f8445aef
"VAIBHAV MEDICAL STORE, NAVI MENGNI, NAVI MENGNI",vaibhav medical store navi mengni navi mengni,a32a4f41-aee4-41f0-963f-5a5999c5972a
"VARAD MEDICINES [CT] K.R, RAJKOT, RAJKOT",varad medicines ct k r rajkot rajkot,b7117f68-5560-4e20-a76f-d41601c9b315
"VARAD MEDICINES.univ.kalavdrod, RAJKOT, RAJKOT",varad medicines univ kalavdrod rajkot rajkot,88df23d2-4a64-4471-8eeb-4f135a682feb
"VASU MEDI STORE [CT] KO.RO, RAJKOT, RAJKOT",vasu medi store ct ko ro rajkot rajkot,3a53258e-2820-4892-a4a0-973cd472da62
"VIKAS MED STORE [MAIN], RAJKOT, RAJKOT",vikas med store main rajkot rajkot,a618b75d-bf26-4aa2-ba66-47e8b66ae7e5
"VIKAS MEDICAL STORE 5, RAJKOT, RAJKOT",vikas medical store 5 rajkot rajkot,231c937b-cca7-46c8-bdfd-2de84691d5fd
VIKAS PHARMACY,vikas pharmacy,09c9ad63-5501-4564-b33c-04e1dbdd149b
"VIKAS PHARMACY, RAJKOT, RAJKOT",vikas pharmacy rajkot rajkot,13da4db5-352d-47dc-a7a8-adc578ff80c1
"VIMAL MEDICINES 7, SADHU VASVANI MAIN ROAD, RAJKOT",vimal medicines 7 sadhu vasvani main road rajkot,607c1c9f-2921-49c2-81b6-eeda93207923
VINAYAK M & G ST. LATIPAR,vinayak m g st latipar,654fd911-5a80-41dd-9384-cf529b23377e
"VINOD ME.STORE raiya gandhigra, RAJKOT, RAJKOT",vinod me store raiya gandhigra rajkot rajkot,3196b575-c614-4917-9226-2610c28573bb
"VISHVA MEDI.STORE - RAIL NAGAR, RAJKOT, RAJKOT",vishva medi store rail nagar rajkot rajkot,59c5425d-dad1-4d15-a473-9a44eed988d9
VISHVA MEDICAL STORE,vishva medical store,9a16ab45-fef7-4c94-a166-874c298b152e
"VISHVA MEDICAL STORE 3, RAJKOT, RAJKOT",vishva medical store 3 rajkot rajkot,f79fb25c-14fe-4e9a-906d-6a2afef874f2
"VISHVA MEDICAL STORE(CT) RAIL NAGAR, RAJKOT, RAJKO",vishva medical store ct rail nagar rajkot rajko,c3d75e10-5815-4dad-8ed4-95a87b669793
"VISHVAS SARVAJ.ME.S. MAVDI-2, RAJKOT, RAJKOT",vishvas sarvaj me s mavdi 2 rajkot rajkot,e9629eb5-0f42-439a-abbf-61bd19bfe56b
"VISHVAS SARVAJANIK MEDICAL STORE 1, RAJKOT, RAJKOT",vishvas sarvajanik medical store 1 rajkot rajkot,6291dfb4-a169-47c6-ae9f-cc6f7ba643fc
"VISHWAS MEDICAL [CT] JUCT, RAJKOT, RAJKOT",vishwas medical ct juct rajkot rajkot,5452fe7f-ef7f-4642-8ad3-07934bfd9b21
